Date,Adj Close,Close,High,Low,Open,Volume,gap_days
2024-11-25,58858.30078125,64300.0,64600.0,64200.0,64300.0,2446600,3.0
2024-11-26,59315.98828125,64800.0,65000.0,64400.0,64500.0,1675600,1.0
2024-11-27,59132.91015625,64600.0,65000.0,64500.0,64800.0,1586400,1.0
2024-11-28,59041.375,64500.0,65000.0,64500.0,65000.0,1273300,1.0
2024-11-29,59132.91015625,64600.0,64800.0,64300.0,64500.0,1105500,1.0
2024-12-02,59041.375,64500.0,64800.0,64200.0,64600.0,1229100,3.0
2024-12-03,58492.15625,63900.0,64600.0,63900.0,64600.0,2425200,1.0
2024-12-04,57942.9296875,63300.0,63900.0,63300.0,63800.0,2745800,1.0
2024-12-05,58858.30078125,64300.0,64700.0,63200.0,63500.0,2218400,1.0
2024-12-06,58675.2265625,64100.0,64800.0,64100.0,64500.0,1677900,1.0
2024-12-09,58675.2265625,64100.0,64500.0,64000.0,64500.0,1762700,3.0
2024-12-10,58492.15625,63900.0,64400.0,63900.0,64100.0,1711000,1.0
2024-12-11,58766.76171875,64200.0,64600.0,63900.0,63900.0,2024600,1.0
2024-12-12,59132.91015625,64600.0,64900.0,64200.0,64200.0,2247507,1.0
2024-12-13,58766.76171875,64200.0,64500.0,64100.0,64300.0,1396700,1.0
2024-12-16,59499.05859375,65000.0,65200.0,64200.0,64200.0,2387600,3.0
2024-12-17,59132.91015625,64600.0,65000.0,64500.0,64900.0,1203900,1.0
2024-12-18,59224.44921875,64700.0,65100.0,64700.0,65000.0,1614100,1.0
2024-12-19,58492.15625,63900.0,64500.0,63900.0,64400.0,2646900,1.0
2024-12-20,59499.05859375,65000.0,65000.0,64000.0,64000.0,3799600,1.0
2024-12-23,58949.8359375,64400.0,65000.0,64300.0,64700.0,1367800,3.0
2024-12-24,58858.30078125,64300.0,64700.0,64100.0,64400.0,4725000,1.0
2024-12-25,58949.8359375,64400.0,64900.0,64400.0,64400.0,1382500,1.0
2024-12-26,58857.5859375,63800.0,64200.0,63800.0,64200.0,3886800,1.0
2024-12-27,58857.5859375,63800.0,64100.0,63700.0,63900.0,2819200,1.0
2024-12-30,58396.3203125,63300.0,63700.0,63300.0,63600.0,1490800,3.0
2024-12-31,58488.57421875,63400.0,63800.0,63300.0,63400.0,3349900,1.0
2025-01-02,58211.8125,63100.0,63800.0,63100.0,63600.0,2336600,2.0
2025-01-03,58119.55859375,63000.0,63300.0,62900.0,63200.0,1856800,1.0
2025-01-06,57658.2890625,62500.0,63200.0,62500.0,63000.0,2103500,3.0
2025-01-07,56920.265625,61700.0,63000.0,61600.0,62600.0,2802100,1.0
2025-01-08,56920.265625,61700.0,62100.0,61200.0,62000.0,2084300,1.0
2025-01-09,57012.51953125,61800.0,61900.0,61300.0,61800.0,1500000,1.0
2025-01-10,56551.25390625,61300.0,61900.0,61300.0,61700.0,1720800,1.0
2025-01-13,56643.5078125,61400.0,61900.0,61100.0,61200.0,1601700,3.0
2025-01-14,56828.01171875,61600.0,61800.0,61300.0,61400.0,1235100,1.0
2025-01-15,56920.265625,61700.0,62300.0,61700.0,62100.0,1216400,1.0
2025-01-16,57104.7734375,61900.0,62600.0,61700.0,62300.0,1684500,1.0
2025-01-17,57197.02734375,62000.0,62200.0,62000.0,62200.0,2303292,1.0
2025-01-20,57104.7734375,61900.0,62200.0,61600.0,62000.0,1633600,3.0
2025-01-21,57012.51953125,61800.0,62100.0,61600.0,62000.0,1975738,1.0
2025-01-22,56828.01171875,61600.0,62000.0,61600.0,62000.0,1760900,1.0
2025-01-23,57197.02734375,62000.0,62300.0,61600.0,61600.0,1858300,1.0
2025-01-24,57381.53125,62200.0,62500.0,61800.0,61900.0,1658900,1.0
2025-02-03,55813.2265625,60500.0,62200.0,60500.0,62200.0,7629600,10.0
2025-02-04,55536.46484375,60200.0,60900.0,60000.0,60600.0,7983000,1.0
2025-02-05,56735.76171875,61500.0,61500.0,60400.0,60400.0,3809900,1.0
2025-02-06,55997.73046875,60700.0,61600.0,60500.0,61500.0,3224800,1.0
2025-02-07,56089.984375,60800.0,61200.0,60600.0,60700.0,3012600,1.0
2025-02-10,55905.48046875,60600.0,61200.0,60600.0,61200.0,2592100,3.0
2025-02-11,55720.97265625,60400.0,60700.0,60100.0,60600.0,3666500,1.0
2025-02-12,56274.4921875,61000.0,61000.0,60500.0,60600.0,3555200,1.0
2025-02-13,55997.73046875,60700.0,61000.0,60400.0,61000.0,2624800,1.0
2025-02-14,55628.71875,60300.0,60700.0,60300.0,60700.0,6488800,1.0
2025-02-17,55351.9609375,60000.0,60600.0,60000.0,60400.0,3632400,3.0
2025-02-18,55628.71875,60300.0,60500.0,60000.0,60400.0,2496800,1.0
2025-02-19,56089.984375,60800.0,60900.0,60300.0,60300.0,3072700,1.0
2025-02-20,55997.73046875,60700.0,60900.0,60600.0,60900.0,4473200,1.0
2025-02-21,56643.5078125,61400.0,62100.0,60600.0,60800.0,4737200,1.0
2025-02-24,58857.5859375,63800.0,63900.0,61600.0,61600.0,11512800,3.0
2025-02-25,58027.3046875,62900.0,64000.0,62600.0,64000.0,3934200,1.0
2025-02-26,58211.8125,63100.0,63400.0,62900.0,63000.0,3782600,1.0
2025-02-27,57381.53125,62200.0,63200.0,62200.0,63200.0,3570600,1.0
2025-02-28,57381.53125,62200.0,63200.0,62200.0,62300.0,5468200,1.0
2025-03-03,58304.06640625,63200.0,63200.0,62300.0,62800.0,3660600,3.0
2025-03-04,58580.82421875,63500.0,63800.0,62900.0,63200.0,6242000,1.0
2025-03-05,57842.796875,62700.0,63600.0,62700.0,63600.0,2275500,1.0
2025-03-06,58027.3046875,62900.0,62900.0,62200.0,62700.0,3175600,1.0
2025-03-07,57842.796875,62700.0,63000.0,62400.0,62900.0,2655600,1.0
2025-03-10,57658.2890625,62500.0,63000.0,62500.0,63000.0,2579500,3.0
2025-03-11,57566.0390625,62400.0,62500.0,62100.0,62300.0,2287600,1.0
2025-03-12,57381.53125,62200.0,62800.0,62200.0,62500.0,2755400,1.0
2025-03-13,57197.02734375,62000.0,62900.0,61900.0,62300.0,5100400,1.0
2025-03-14,57289.27734375,62100.0,62700.0,62100.0,62400.0,2696700,1.0
2025-03-17,58119.55859375,63000.0,63400.0,62400.0,62400.0,4177100,3.0
2025-03-18,57658.2890625,62500.0,63100.0,62500.0,63100.0,3281943,1.0
2025-03-19,57473.78515625,62300.0,62800.0,61900.0,62700.0,3153400,1.0
2025-03-20,57012.51953125,61800.0,62200.0,61300.0,62200.0,3939200,1.0
2025-03-21,56551.25390625,61300.0,61800.0,61200.0,61800.0,3855000,1.0
2025-03-24,56643.5078125,61400.0,62000.0,61100.0,61400.0,2539900,3.0
2025-03-25,56643.5078125,61400.0,61700.0,61200.0,61700.0,2507400,1.0
2025-03-26,56459.0,61200.0,61900.0,61200.0,61500.0,1846000,1.0
2025-03-27,56366.74609375,61100.0,61500.0,61100.0,61200.0,2313900,1.0
2025-03-28,55628.71875,60300.0,61100.0,60200.0,61000.0,5561600,1.0
2025-03-31,55905.48046875,60600.0,61600.0,60600.0,60800.0,5880100,3.0
2025-04-01,56089.984375,60800.0,61200.0,60300.0,61200.0,3129300,1.0
2025-04-02,55813.2265625,60500.0,61400.0,60500.0,60700.0,4684400,1.0
2025-04-03,52123.09375,56500.0,59600.0,56300.0,59500.0,16938200,1.0
2025-04-04,53968.16015625,58500.0,58800.0,53800.0,54000.0,9826600,1.0
2025-04-08,50278.03125,54500.0,56900.0,54500.0,56700.0,13765200,4.0
2025-04-09,47971.69921875,52000.0,55200.0,51400.0,51400.0,9932600,1.0
2025-04-10,51292.81640625,55600.0,55600.0,55600.0,55600.0,1914300,1.0
2025-04-11,53045.62890625,57500.0,58400.0,55600.0,55600.0,9164400,1.0
2025-04-14,52492.10546875,56900.0,57900.0,56500.0,57900.0,5679700,3.0
2025-04-15,51938.58984375,56300.0,57500.0,56300.0,56700.0,4163500,1.0
2025-04-16,51661.828125,56000.0,57200.0,56000.0,56400.0,3735600,1.0
2025-04-17,51661.828125,56000.0,56600.0,54800.0,55500.0,7219000,1.0
2025-04-18,52215.34765625,56600.0,57300.0,56600.0,56700.0,3137200,1.0
2025-04-21,52307.6015625,56700.0,57100.0,56500.0,56800.0,3021400,3.0
2025-04-22,51661.828125,56000.0,56600.0,53900.0,56600.0,7205000,1.0
2025-04-23,52030.84375,56400.0,57300.0,56400.0,56800.0,3586000,1.0
2025-04-24,51938.58984375,56300.0,56800.0,56200.0,56500.0,2106400,1.0
2025-04-25,53783.65234375,58300.0,58300.0,56500.0,56500.0,8517700,1.0
2025-04-28,53045.62890625,57500.0,58300.0,57500.0,58300.0,2664700,3.0
2025-04-29,53137.8828125,57600.0,57900.0,57200.0,57500.0,4938200,1.0
2025-05-05,52492.10546875,56900.0,57600.0,56900.0,57500.0,4242785,6.0
2025-05-06,52492.10546875,56900.0,57400.0,56900.0,57000.0,2555912,1.0
2025-05-07,52768.87109375,57200.0,57700.0,56900.0,56900.0,2910910,1.0
2025-05-08,52953.375,57400.0,57800.0,57200.0,57200.0,3374914,1.0
2025-05-09,53230.13671875,57700.0,58600.0,57700.0,57700.0,3839463,1.0
2025-05-12,54060.4140625,58600.0,58700.0,58000.0,58000.0,6333641,3.0
2025-05-13,53968.16015625,58500.0,59000.0,58300.0,58900.0,4727400,1.0
2025-05-14,53681.60546875,56200.0,57000.0,56100.0,57000.0,5045042,1.0
2025-05-15,54254.71875,56800.0,57000.0,56200.0,56200.0,4565546,1.0
2025-05-16,53681.60546875,56200.0,56800.0,56200.0,56800.0,3204963,1.0
2025-05-19,53490.56640625,56000.0,57000.0,56000.0,56200.0,2972490,3.0
2025-05-20,53395.046875,55900.0,56300.0,55800.0,56100.0,5221964,1.0
2025-05-21,52917.453125,55400.0,56000.0,55400.0,56000.0,5696593,1.0
2025-05-22,52535.37890625,55000.0,55600.0,55000.0,55400.0,2961276,1.0
2025-05-23,52821.93359375,55300.0,55500.0,55100.0,55200.0,5369703,1.0
2025-05-26,53204.01171875,55700.0,55800.0,55000.0,55400.0,2735753,3.0
2025-05-27,52917.453125,55400.0,56000.0,55300.0,55900.0,3670058,1.0
2025-05-28,52726.4140625,55200.0,55700.0,55100.0,55700.0,3908641,1.0
2025-05-29,52630.8984375,55100.0,55500.0,55100.0,55500.0,2935775,1.0
2025-05-30,52439.859375,54900.0,55400.0,54800.0,55400.0,3290048,1.0
2025-06-02,52153.30078125,54600.0,55200.0,54500.0,54900.0,2650970,3.0
2025-06-03,53012.97265625,55500.0,56000.0,54700.0,54700.0,4318030,1.0
2025-06-04,54350.23828125,56900.0,57800.0,55500.0,55800.0,8429633,1.0
2025-06-05,53777.125,56300.0,57100.0,56300.0,57000.0,2820718,1.0
2025-06-06,52821.93359375,55300.0,56400.0,55100.0,56400.0,4131100,1.0
2025-06-09,52821.93359375,55300.0,56300.0,55300.0,55400.0,3041347,3.0
2025-06-10,52821.93359375,55300.0,56100.0,55100.0,55500.0,3006169,1.0
2025-06-11,52726.4140625,55200.0,55600.0,55100.0,55300.0,1724483,1.0
2025-06-12,53395.046875,55900.0,56200.0,55500.0,55600.0,3246516,1.0
2025-06-13,53012.97265625,55500.0,55700.0,55200.0,55500.0,3538652,1.0
2025-06-16,53777.125,56300.0,56600.0,55400.0,55400.0,4734519,3.0
2025-06-17,53681.60546875,56200.0,56700.0,56100.0,56400.0,3412338,1.0
2025-06-18,53490.56640625,56000.0,56800.0,56000.0,56300.0,4104359,1.0
2025-06-19,53586.0859375,56100.0,56400.0,55700.0,56000.0,2633373,1.0
2025-06-20,54063.6796875,56600.0,56700.0,55900.0,56300.0,4666374,1.0
2025-06-23,53395.046875,55900.0,56400.0,55800.0,56000.0,3526767,3.0
2025-06-24,53872.640625,56400.0,56500.0,56100.0,56200.0,2810703,1.0
2025-06-25,54254.71875,56800.0,57800.0,56400.0,56500.0,6276981,1.0
2025-06-26,53872.640625,56400.0,57000.0,56300.0,56800.0,3120209,1.0
2025-06-27,55209.90625,57800.0,58600.0,56300.0,56800.0,8906332,1.0
2025-06-30,55400.9453125,58000.0,58700.0,57900.0,58100.0,4495276,3.0
2025-07-01,54923.3515625,57500.0,58400.0,57200.0,58400.0,4072091,1.0
2025-07-02,55114.38671875,57700.0,58000.0,57300.0,57600.0,3779261,1.0
2025-07-03,54923.3515625,57500.0,58400.0,57300.0,57700.0,5350539,1.0
2025-07-04,55209.90625,57800.0,57900.0,57300.0,57500.0,2700639,1.0
2025-07-07,55305.42578125,57900.0,58300.0,57700.0,58000.0,3769261,3.0
2025-07-08,56356.1328125,59000.0,59200.0,57900.0,58000.0,7212064,1.0
2025-07-09,57502.359375,60200.0,60600.0,59100.0,59300.0,9848148,1.0
2025-07-10,57024.765625,59700.0,60600.0,59700.0,60500.0,5404397,1.0
2025-07-11,57120.28515625,59800.0,60800.0,59800.0,60300.0,6940382,1.0
2025-07-14,57597.87890625,60300.0,60800.0,59300.0,60000.0,6242143,3.0
2025-07-15,57406.83984375,60100.0,61200.0,60100.0,60600.0,6541284,1.0
2025-07-16,57406.83984375,60100.0,60200.0,59600.0,60000.0,4966353,1.0
2025-07-17,57406.83984375,60100.0,60600.0,59800.0,60300.0,6363587,1.0
2025-07-18,57502.359375,60200.0,61100.0,60000.0,60100.0,5833240,1.0
2025-07-21,57311.3203125,60000.0,60800.0,60000.0,60300.0,5509591,3.0
2025-07-22,57502.359375,60200.0,60200.0,59500.0,60000.0,4766106,1.0
2025-07-23,58935.140625,61700.0,61700.0,60200.0,60400.0,9237999,1.0
2025-07-24,60845.51953125,63700.0,64000.0,62100.0,62100.0,13535600,1.0
2025-07-25,60367.92578125,63200.0,63800.0,63100.0,63800.0,5132723,1.0
2025-07-28,60463.4453125,63300.0,63900.0,63000.0,63300.0,8472643,3.0
2025-07-29,60367.92578125,63200.0,64200.0,62800.0,63300.0,10967720,1.0
2025-07-30,60081.3671875,62900.0,63500.0,62800.0,63000.0,6086980,1.0
2025-07-31,58457.546875,61200.0,63500.0,60400.0,63000.0,11399420,1.0
2025-08-01,57311.3203125,60000.0,61400.0,60000.0,61400.0,5322282,1.0
2025-08-04,57693.3984375,60400.0,60800.0,59800.0,59800.0,4362896,3.0
2025-08-05,57406.83984375,60100.0,61500.0,60000.0,60500.0,9573774,1.0
2025-08-06,58553.06640625,61300.0,61700.0,60400.0,60400.0,6083357,1.0
2025-08-07,58170.9921875,60900.0,62000.0,60800.0,61900.0,4748027,1.0
2025-08-08,58075.47265625,60800.0,61800.0,60600.0,61000.0,6700994,1.0
2025-08-11,58744.10546875,61500.0,62100.0,60900.0,61000.0,5995341,3.0
2025-08-12,59030.66015625,61800.0,62400.0,61400.0,62100.0,5417050,1.0
2025-08-13,58362.02734375,61100.0,62100.0,60800.0,62000.0,6211319,1.0
2025-08-14,58935.140625,61700.0,62200.0,61000.0,61300.0,6400954,1.0
2025-08-15,58266.51171875,61000.0,62200.0,61000.0,62000.0,5667842,1.0
2025-08-18,57979.953125,60700.0,61300.0,60600.0,61100.0,4833737,3.0
2025-08-19,57788.9140625,60500.0,61200.0,60400.0,60800.0,5280509,1.0
2025-08-20,57311.3203125,60000.0,60900.0,59600.0,60500.0,6346136,1.0
2025-08-21,57406.83984375,60100.0,60900.0,59600.0,60100.0,6616129,1.0
2025-08-22,56069.578125,58700.0,59900.0,58500.0,59800.0,7210343,1.0
2025-08-25,56069.578125,58700.0,59600.0,58700.0,58900.0,3363985,3.0
2025-08-26,57024.765625,59700.0,60100.0,58500.0,58600.0,2994293,1.0
2025-08-27,57788.9140625,60500.0,61200.0,59500.0,59700.0,4854223,1.0
2025-08-28,58266.51171875,61000.0,61500.0,60700.0,61000.0,4283449,1.0
2025-08-29,57597.87890625,60300.0,61300.0,60300.0,61300.0,4170598,1.0
2025-09-03,58744.10546875,61500.0,61500.0,60300.0,60300.0,4773459,5.0
2025-09-04,59030.66015625,61800.0,62500.0,61500.0,61700.0,4233882,1.0
2025-09-05,58170.9921875,60900.0,62000.0,60900.0,61900.0,5320365,1.0
2025-09-08,57884.43359375,60600.0,61900.0,60600.0,60900.0,7138677,3.0
2025-09-09,57597.87890625,60300.0,61000.0,60100.0,60600.0,3522635,1.0
2025-09-10,57120.28515625,59800.0,60600.0,59700.0,60500.0,3492098,1.0
2025-09-11,58457.546875,61200.0,61200.0,59400.0,59800.0,5165742,1.0
2025-09-12,60367.92578125,63200.0,63500.0,61000.0,61300.0,13992330,1.0
2025-09-15,60272.40625,63100.0,63500.0,62800.0,63400.0,3536437,3.0
2025-09-16,61800.70703125,64700.0,65400.0,63200.0,63500.0,12830310,1.0
2025-09-17,62182.78515625,65100.0,66200.0,64800.0,64800.0,9878693,1.0
2025-09-18,60750.0,63600.0,65300.0,63500.0,65100.0,5070426,1.0
2025-09-19,59221.69921875,62000.0,63900.0,62000.0,63800.0,5309807,1.0
2025-09-22,58648.5859375,61400.0,62800.0,61400.0,62100.0,5294211,3.0
2025-09-23,58839.625,61600.0,62500.0,61500.0,61500.0,3431691,1.0
2025-09-24,59221.69921875,62000.0,62000.0,61000.0,61900.0,3219465,1.0
2025-09-25,58744.10546875,61500.0,62400.0,61500.0,62300.0,2757739,1.0
2025-09-26,58362.02734375,61100.0,61800.0,61100.0,61500.0,2494919,1.0
2025-09-29,57597.87890625,60300.0,61200.0,60200.0,61100.0,5141232,3.0
2025-09-30,57311.3203125,60000.0,60800.0,60000.0,60400.0,3112607,1.0
2025-10-01,59317.21875,62100.0,62500.0,60200.0,60700.0,4530998,1.0
2025-10-02,58457.546875,61200.0,62600.0,61200.0,62500.0,3409526,1.0
2025-10-03,58553.06640625,61300.0,62300.0,61200.0,61300.0,4003694,1.0
2025-10-06,59603.7734375,62400.0,62700.0,61800.0,62700.0,4058047,3.0
2025-10-07,58648.5859375,61400.0,62700.0,61400.0,62700.0,3722157,1.0
2025-10-08,60558.96484375,63400.0,63500.0,61700.0,62300.0,5927644,1.0
2025-10-09,60081.3671875,62900.0,63500.0,62600.0,63400.0,3303747,1.0
2025-10-10,59603.7734375,62400.0,63400.0,62400.0,63400.0,4980079,1.0
2025-10-13,61132.078125,64000.0,64100.0,61800.0,62200.0,6314936,3.0
2025-10-14,60654.48046875,63500.0,64400.0,63300.0,64400.0,5368265,1.0
2025-10-15,60750.0,63600.0,64400.0,63600.0,63800.0,4653477,1.0
2025-10-16,61200.0,61200.0,61200.0,60200.0,60800.0,5180885,1.0
2025-10-17,58800.0,58800.0,61200.0,58800.0,61000.0,6200477,1.0
2025-10-20,55000.0,55000.0,59400.0,55000.0,58900.0,8762669,3.0
2025-10-21,56500.0,56500.0,58000.0,56100.0,56100.0,7079112,1.0
